Date,State,TotalSamples,Negative,Positive
2020-07-28,Delhi,976827,,132275
2020-07-28,Goa,126655,115434,5287
2020-07-28,Gujarat,690092,632110,57982
2020-07-28,Haryana,570219,531644,32876
2020-07-28,Himachal Pradesh,137251,134209,2330
2020-07-28,Jammu and Kashmir,603728,584849,18879
2020-07-28,Jharkhand,272713,263150,9563
2020-07-28,Karnataka,1242771,,107001
2020-07-28,Kerala,709348,,20895
2020-07-28,Ladakh,18438,14904,1327
2020-07-28,Madhya Pradesh,724673,691395,29217
2020-07-28,Maharashtra,1972346,1574833,397513
2020-07-28,Manipur,80603,,2317
2020-07-28,Meghalaya,34362,33492,794
2020-07-28,Mizoram,20442,,384
2020-07-28,Nagaland,35676,,1460
2020-07-28,Odisha,476560,,28107
2020-07-28,Puducherry,37162,33369,3011
2020-07-28,Punjab,550267,,14378
2020-07-28,Rajasthan,1445240,1402268,38636
2020-07-28,Sikkim,22993,20465,579
2020-07-28,Tamil Nadu,2475866,,227688
2020-07-28,Telangana,379081,,57142
2020-07-28,Tripura,148877,144590,4287
2020-07-28,Uttar Pradesh,2033089,,73951
2020-07-28,Uttarakhand,150065,134376,6587
2020-07-28,West Bengal,839211,,62964
2020-07-29,Andaman and Nicobar Islands,23217,,428
2020-07-29,Andhra Pradesh,1820009,1699619,120390
2020-07-29,Arunachal Pradesh,72739,70551,1410
2020-07-29,Assam,838043,,36295
2020-07-29,Bihar,504629,,45919
2020-07-29,Chandigarh,13327,12284,978
2020-07-29,Chhattisgarh,302506,,8515
2020-07-29,Dadra and Nagar Haveli and Daman and Diu,41895,40411,1058
2020-07-29,Delhi,994219,,133310
2020-07-29,Goa,128289,,5489
2020-07-29,Gujarat,713006,653880,59126
2020-07-29,Haryana,582639,543201,33631
2020-07-29,Himachal Pradesh,139955,136536,2403
2020-07-29,Jammu and Kashmir,615380,595961,19419
2020-07-29,Jharkhand,277984,268090,9894
2020-07-29,Karnataka,1275761,,112504
2020-07-29,Kerala,733413,,21798
2020-07-29,Ladakh,18849,14999,1347
2020-07-29,Madhya Pradesh,738986,704791,30134
2020-07-29,Maharashtra,2021437,1613560,407877
2020-07-29,Manipur,83111,,2458
2020-07-29,Meghalaya,34903,34239,794
2020-07-29,Mizoram,20597,,395
2020-07-29,Nagaland,36355,,1513
2020-07-29,Odisha,487310,,29175
2020-07-29,Puducherry,37999,33991,3177
2020-07-29,Punjab,561121,,14946
2020-07-29,Rajasthan,1473098,1429523,39780
2020-07-29,Sikkim,23637,,596
2020-07-29,Tamil Nadu,2536660,,234114
2020-07-29,Telangana,397939,,58906
2020-07-29,Tripura,156382,151879,4503
2020-07-29,Uttar Pradesh,2120843,,77334
2020-07-29,Uttarakhand,154984,138706,6866
2020-07-29,West Bengal,856355,,65258
2020-07-30,Andaman and Nicobar Islands,23615,,471
2020-07-30,Andhra Pradesh,1890077,1759520,130557
2020-07-30,Arunachal Pradesh,77630,75572,1484
2020-07-30,Assam,879071,,38407
2020-07-30,Bihar,525430,,48001
2020-07-30,Chandigarh,13683,12601,1016
2020-07-30,Chhattisgarh,310696,,8775
2020-07-30,Dadra and Nagar Haveli and Daman and Diu,42148,40564,1093
2020-07-30,Delhi,1013694,,134403
2020-07-30,Goa,129719,,5704
2020-07-30,Gujarat,738073,677788,60285
2020-07-30,Haryana,600893,560863,34254
2020-07-30,Himachal Pradesh,142618,138881,2506
2020-07-30,Jammu and Kashmir,627387,607518,19869
2020-07-30,Jharkhand,286178,275779,10399
2020-07-30,Karnataka,1313856,,118632
2020-07-30,Kerala,753485,,22304
2020-07-30,Ladakh,19143,15277,1378
2020-07-30,Madhya Pradesh,752924,717895,30968
2020-07-30,Maharashtra,2075528,1656194,419334
2020-07-30,Meghalaya,35572,34657,803
2020-07-30,Mizoram,20798,,397
2020-07-30,Nagaland,37156,,1566
2020-07-30,Odisha,500238,,30378
2020-07-30,Puducherry,38734,34606,3298
2020-07-30,Punjab,572067,,15456
2020-07-30,Rajasthan,1500693,1455427,40936
2020-07-30,Sikkim,24150,21560,610
2020-07-30,Tamil Nadu,2597862,,239978
2020-07-30,Telangana,416202,,60717
2020-07-30,Tripura,163640,158918,4722
2020-07-30,Uttar Pradesh,2209810,,81039
2020-07-30,Uttarakhand,163683,146230,7065
2020-07-30,West Bengal,874397,,67692
2020-07-31,Andaman and Nicobar Islands,24038,,548
2020-07-31,Andhra Pradesh,1951776,1810843,140933
2020-07-31,Arunachal Pradesh,81865,77637,1591
2020-07-31,Assam,917395,,40269
2020-07-31,Bihar,548172,,50987
2020-07-31,Chandigarh,13959,12838,1051
2020-07-31,Chhattisgarh,316127,,9086
2020-07-31,Dadra and Nagar Haveli and Daman and Diu,42403,40775,1136
2020-07-31,Delhi,1032785,,
2020-07-31,Goa,131318,,5913
2020-07-31,Gujarat,764777,703339,61438
2020-07-31,Haryana,612591,571751,34965
2020-07-31,Himachal Pradesh,145154,141682,2564
2020-07-31,Jammu and Kashmir,637515,617156,20359
2020-07-31,Jharkhand,294476,283162,11314
2020-07-31,Karnataka,1350792,,124115
2020-07-31,Kerala,776268,,23614
2020-07-31,Ladakh,19465,15471,1404
2020-07-31,Madhya Pradesh,767571,731704,31806
2020-07-31,Maharashtra,2133720,1705036,428684
2020-07-31,Manipur,85441,,2621
2020-07-31,Meghalaya,35572,34657,818
2020-07-31,Mizoram,21118,,408
2020-07-31,Nagaland,37895,,1693
2020-07-31,Odisha,514573,,31877
2020-07-31,Puducherry,39707,35345,3472
2020-07-31,Punjab,582573,,16119
2020-07-31,Rajasthan,1526962,1481949,42083
2020-07-31,Sikkim,24939,22220,639
2020-07-31,Tamil Nadu,2658138,,245859
2020-07-31,Telangana,437582,,62703
2020-07-31,Tripura,170834,165838,4996
2020-07-31,Uttar Pradesh,2325428,,
2020-07-31,Uttarakhand,168113,149507,7183
2020-07-31,West Bengal,893400,,70188
2020-08-01,Andaman and Nicobar Islands,24308,,636
2020-08-01,Andhra Pradesh,2012573,1862364,150209
2020-08-01,Arunachal Pradesh,86288,81988,1673
2020-08-01,Assam,944556,,41726
2020-08-01,Bihar,576796,,54508
2020-08-01,Chandigarh,14239,13090,1079
2020-08-01,Chhattisgarh,323692,,9385
2020-08-01,Dadra and Nagar Haveli and Daman and Diu,42635,40916,1181
2020-08-01,Delhi,1050939,,136716
2020-08-01,Goa,132830,,6193
2020-08-01,Gujarat,791080,728506,62574
2020-08-01,Haryana,628806,587418,35758
2020-08-01,Himachal Pradesh,147997,144814,2634
2020-08-01,Jammu and Kashmir,647271,626299,20972
2020-08-01,Jharkhand,307363,295259,12104
2020-08-01,Karnataka,1385552,,129287
2020-08-01,Kerala,795919,,24743
2020-08-01,Ladakh,19833,15816,1462
2020-08-01,Madhya Pradesh,783769,747094,32614
2020-08-01,Maharashtra,2198423,1759503,438920
2020-08-01,Meghalaya,36341,,856
2020-08-01,Mizoram,21294,,413
2020-08-01,Nagaland,38634,,1831
2020-08-01,Odisha,528708,,33479
2020-08-01,Puducherry,40652,36142,3606
2020-08-01,Punjab,592392,,17063
2020-08-01,Rajasthan,1553942,1507518,43243
2020-08-01,Sikkim,25916,23282,650
2020-08-01,Tamil Nadu,2718718,,251738
2020-08-01,Telangana,458593,,64786
2020-08-01,Tripura,176171,170923,5248
2020-08-01,Uttar Pradesh,2418809,,89068
2020-08-01,Uttarakhand,172477,153471,7447
2020-08-01,West Bengal,913465,,72777
2020-08-02,Andaman and Nicobar Islands,24580,,734
2020-08-02,Andhra Pradesh,2065407,1906643,158764
2020-08-02,Arunachal Pradesh,89031,84700,1698
2020-08-02,Assam,964499,,42904
2020-08-02,Bihar,612415,,57270
2020-08-02,Chandigarh,14493,13304,1117
2020-08-02,Chhattisgarh,331268,,9608
2020-08-02,Dadra and Nagar Haveli and Daman and Diu,42718,41132,1232
2020-08-02,Delhi,1063669,,137677
2020-08-02,Goa,134395,,6530
2020-08-02,Gujarat,814335,750660,63675
2020-08-02,Haryana,646286,604056,36519
2020-08-02,Himachal Pradesh,150186,146514,2703
2020-08-02,Jammu and Kashmir,654117,632701,21416
2020-08-02,Jharkhand,316332,303773,12559
2020-08-02,Karnataka,1418569,,134819
2020-08-02,Kerala,817078,,25912
2020-08-02,Ladakh,19860,15910,1466
2020-08-02,Madhya Pradesh,799500,761904,33535
2020-08-02,Maharashtra,2260160,1811742,448418
2020-08-02,Meghalaya,37728,,868
2020-08-02,Mizoram,21523,,468
2020-08-02,Nagaland,39292,,1935
2020-08-02,Odisha,543316,,34913
2020-08-02,Puducherry,41540,36894,3806
2020-08-02,Punjab,599651,,17853
2020-08-02,Rajasthan,1570989,1525094,44410
2020-08-02,Sikkim,26473,23804,658
2020-08-02,Tamil Nadu,2779062,,257613
2020-08-02,Telangana,477795,,66677
2020-08-02,Tripura,180684,175295,5389
2020-08-02,Uttar Pradesh,2533631,,92921
2020-08-02,Uttarakhand,175881,156823,7593
2020-08-02,West Bengal,934537,,75516
2020-08-03,Andaman and Nicobar Islands,25034,,830
2020-08-03,Andhra Pradesh,2110923,1944337,166586
2020-08-03,Arunachal Pradesh,91227,86828,1758
2020-08-03,Assam,1006457,,45275
2020-08-03,Bihar,648939,,59567
2020-08-03,Chandigarh,14778,13541,1159
2020-08-03,Chhattisgarh,334709,,9800
2020-08-03,Dadra and Nagar Haveli and Daman and Diu,42926,41402,1265
2020-08-03,Delhi,1073802,,138482
2020-08-03,Goa,135692,,6816
2020-08-03,Gujarat,834104,769420,64684
2020-08-03,Haryana,657949,615375,37173
2020-08-03,Himachal Pradesh,151574,148206,2818
2020-08-03,Jammu and Kashmir,662941,640935,22006
2020-08-03,Jharkhand,339560,326060,13500
2020-08-03,Karnataka,1446558,,139571
2020-08-03,Kerala,834215,,26874
2020-08-03,Ladakh,20240,15944,1485
2020-08-03,Madhya Pradesh,812362,774016,34285
2020-08-03,Maharashtra,2301514,1844038,457476
2020-08-03,Manipur,89403,,2920
2020-08-03,Meghalaya,38596,37004,902
2020-08-03,Mizoram,21583,,482
2020-08-03,Nagaland,40293,,2129
2020-08-03,Odisha,556588,,36297
2020-08-03,Puducherry,41485,37000,3982
2020-08-03,Punjab,603912,,18527
2020-08-03,Rajasthan,1584925,1538352,45555
2020-08-03,Sikkim,27115,24431,688
2020-08-03,Tamil Nadu,2837273,,263222
2020-08-03,Telangana,487238,,67660
2020-08-03,Uttar Pradesh,2623260,,97362
2020-08-03,Uttarakhand,178595,159414,7800
2020-08-03,West Bengal,956659,,78232
2020-08-04,Andaman and Nicobar Islands,25492,,928
2020-08-04,Andhra Pradesh,2175070,1998737,176333
2020-08-04,Arunachal Pradesh,93365,91127,1790
2020-08-04,Assam,1065521,,48161
2020-08-04,Bihar,687154,,62301
2020-08-04,Chandigarh,15116,13833,1206
2020-08-04,Chhattisgarh,340043,,10109
2020-08-04,Dadra and Nagar Haveli and Daman and Diu,43191,41514,1304
2020-08-04,Delhi,1083097,,139156
2020-08-04,Goa,137575,,7075
2020-08-04,Gujarat,854839,789135,65704
2020-08-04,Haryana,671064,628013,37796
2020-08-04,Himachal Pradesh,152958,149644,2879
2020-08-04,Jammu and Kashmir,671413,649017,22396
2020-08-04,Jharkhand,345907,331837,14070
2020-08-04,Karnataka,1489016,,145830
2020-08-04,Kerala,858960,,27957
2020-08-04,Ladakh,20601,16193,1534
2020-08-04,Madhya Pradesh,825723,786580,35082
2020-08-04,Maharashtra,2354414,1888263,466151
2020-08-04,Manipur,90901,,3018
2020-08-04,Meghalaya,38977,37004,913
2020-08-04,Mizoram,21845,,501
2020-08-04,Nagaland,41367,,2405
2020-08-04,Odisha,570590,,37681
2020-08-04,Puducherry,43134,38073,4147
2020-08-04,Punjab,611609,,19015
2020-08-04,Rajasthan,1592318,1545391,46679
2020-08-04,Sikkim,28089,25310,783
2020-08-04,Tamil Nadu,2892395,,268285
2020-08-04,Telangana,501025,,68946
2020-08-04,Tripura,184227,178707,5520
2020-08-04,Uttar Pradesh,2689973,,100310
2020-08-04,Uttarakhand,182335,162715,8008
2020-08-04,West Bengal,978980,,80984
2020-08-05,Andaman and Nicobar Islands,25826,,1027
2020-08-05,Andhra Pradesh,2235646,2049185,186461
2020-08-05,Arunachal Pradesh,95983,91164,1855
2020-08-05,Assam,1124683,,50445
2020-08-05,Bihar,739078,,64732
2020-08-05,Chandigarh,15611,14264,1270
2020-08-05,Chhattisgarh,345250,,10407
2020-08-05,Dadra and Nagar Haveli and Daman and Diu,43478,41781,1368
2020-08-05,Delhi,1099882,,140232
2020-08-05,Goa,139566,,7423
2020-08-05,Gujarat,879213,812436,66777
2020-08-05,Haryana,683500,639335,38548
2020-08-05,Himachal Pradesh,156104,151154,2916
2020-08-05,Jammu and Kashmir,679415,656460,22955
2020-08-05,Jharkhand,351197,336149,15048
2020-08-05,Karnataka,1532654,,151449
2020-08-05,Kerala,884056,,29152
2020-08-05,Ladakh,20978,16509,1592
2020-08-05,Madhya Pradesh,838041,798246,35734
2020-08-05,Maharashtra,2418299,1941132,477167
2020-08-05,Manipur,92617,,3093
2020-08-05,Meghalaya,38977,37004,929
2020-08-05,Mizoram,21956,,504
2020-08-05,Nagaland,42029,,2498
2020-08-05,Odisha,585505,,39018
2020-08-05,Puducherry,44158,38854,4433
2020-08-05,Punjab,622127,,19856
2020-08-05,Rajasthan,1619744,1570626,47272
2020-08-05,Sikkim,29035,,788
2020-08-05,Tamil Nadu,2953561,,273460
2020-08-05,Telangana,522143,,70958
2020-08-05,Tripura,187848,182205,5643
2020-08-05,Uttarakhand,186966,165690,8254
2020-08-05,West Bengal,1003027,,83800
2020-08-06,Andaman and Nicobar Islands,26516,,1123
2020-08-06,Andhra Pradesh,2299332,2102543,196789
2020-08-06,Arunachal Pradesh,98733,93684,1948
2020-08-06,Assam,1180336,,52817
2020-08-06,Bihar,799332,,68148
2020-08-06,Chandigarh,16034,14623,1327
2020-08-06,Chhattisgarh,352681,,10932
2020-08-06,Dadra and Nagar Haveli and Daman and Diu,43899,42059,1412
2020-08-06,Delhi,1120318,,141531
2020-08-06,Goa,142192,,7614
2020-08-06,Gujarat,903782,835971,67811
2020-08-06,Haryana,697779,652600,39303
2020-08-06,Himachal Pradesh,158537,154295,3047
2020-08-06,Jammu and Kashmir,686808,663354,23454
2020-08-06,Jharkhand,358208,342452,15756
2020-08-06,Karnataka,1581075,,158254
2020-08-06,Kerala,908355,,30450
2020-08-06,Ladakh,21383,16774,1595
2020-08-06,Madhya Pradesh,846484,805859,36564
2020-08-06,Maharashtra,2492194,2003524,488670
2020-08-06,Manipur,94808,,3217
2020-08-06,Meghalaya,39553,38412,990
2020-08-06,Mizoram,22211,,537
2020-08-06,Nagaland,42900,,2580
2020-08-06,Odisha,600591,,40717
2020-08-06,Puducherry,45098,39554,4621
2020-08-06,Punjab,634271,,20891
2020-08-06,Rajasthan,1651221,1600732,48996
2020-08-06,Sikkim,29467,,829
2020-08-06,Tamil Nadu,3020714,,279144
2020-08-06,Telangana,543489,,73050
2020-08-06,Tripura,190492,184752,5740
2020-08-06,Uttar Pradesh,2797687,,108974
2020-08-06,Uttarakhand,190898,169634,8552
2020-08-06,West Bengal,1028251,,86754
2020-08-07,Andaman and Nicobar Islands,26915,,1222
2020-08-07,Andhra Pradesh,2362270,2155310,206960
2020-08-07,Arunachal Pradesh,101947,96758,2049
2020-08-07,Assam,1238867,,55496
2020-08-07,Bihar,870852,,71794
2020-08-07,Chandigarh,16596,15138,1374
2020-08-07,Chhattisgarh,359857,,11328
2020-08-07,Dadra and Nagar Haveli and Daman and Diu,44456,42608,1456
2020-08-07,Delhi,1143703,,142723
2020-08-07,Goa,144814,,7947
2020-08-07,Gujarat,930373,861488,68885
2020-08-07,Haryana,713061,667244,40054
2020-08-07,Himachal Pradesh,161232,156956,3150
2020-08-07,Jammu and Kashmir,695620,671693,23927
2020-08-07,Jharkhand,367757,351275,16482
2020-08-07,Karnataka,1624628,,164924
2020-08-07,Kerala,936651,,31701
2020-08-07,Ladakh,21740,17013,1614
2020-08-07,Madhya Pradesh,859921,818562,37298
2020-08-07,Maharashtra,2574594,2074571,500023
2020-08-07,Manipur,96837,,3466
2020-08-07,Meghalaya,39782,39008,1006
2020-08-07,Mizoram,22211,,537
2020-08-07,Nagaland,43911,,2657
2020-08-07,Odisha,616646,,42550
2020-08-07,Puducherry,45954,39960,4862
2020-08-07,Punjab,646439,,21930
2020-08-07,Rajasthan,1678314,1626488,50157
2020-08-07,Sikkim,29958,,854
2020-08-07,Tamil Nadu,3088066,,285024
2020-08-07,Telangana,566984,,75257
2020-08-07,Tripura,193268,187400,5868
2020-08-07,Uttar Pradesh,2893424,,113440
2020-08-07,Uttarakhand,199081,177042,8901
2020-08-07,West Bengal,1054509,,89666
2020-08-08,Andaman and Nicobar Islands,27073,,1351
2020-08-08,Andhra Pradesh,2424393,2207353,217040
2020-08-08,Arunachal Pradesh,104833,99460,2117
2020-08-08,Assam,1293712,,57714
2020-08-08,Bihar,946278,,75786
2020-08-08,Chandigarh,17067,15560,1426
2020-08-08,Chhattisgarh,366957,,11743
2020-08-08,Dadra and Nagar Haveli and Daman and Diu,44777,42805,1505
2020-08-08,Delhi,1168295,,144127
2020-08-08,Goa,147138,,8206
2020-08-08,Gujarat,956645,886659,69986
2020-08-08,Haryana,730036,683237,40843
2020-08-08,Himachal Pradesh,163395,159325,3264
2020-08-08,Jammu and Kashmir,706780,682390,24390
2020-08-08,Jharkhand,374813,357345,17468
2020-08-08,Karnataka,1668511,,172102
2020-08-08,Kerala,963632,,33121
2020-08-08,Ladakh,22013,17139,1639
2020-08-08,Madhya Pradesh,874678,832460,38157
2020-08-08,Maharashtra,2654681,2141453,513228
2020-08-08,Manipur,98819,,3635
2020-08-08,Meghalaya,40631,39008,1023
2020-08-08,Mizoram,22211,,537
2020-08-08,Nagaland,44566,,2688
2020-08-08,Odisha,634090,,44193
2020-08-08,Puducherry,46878,40575,5123
2020-08-08,Punjab,659284,,22928
2020-08-08,Rajasthan,1710963,1656370,51328
2020-08-08,Sikkim,30533,,854
2020-08-08,Tamil Nadu,3155619,,290907
2020-08-08,Telangana,590306,,77513
2020-08-08,Tripura,196440,190426,6014
2020-08-08,Uttar Pradesh,2996406,,118038
2020-08-08,Uttarakhand,205565,183248,9402
2020-08-08,West Bengal,1079657,,92615
2020-08-09,Andaman and Nicobar Islands,27103,,1490
2020-08-09,Andhra Pradesh,2487305,2259445,227860
2020-08-09,Arunachal Pradesh,106792,101265,2155
2020-08-09,Assam,1318204,,58837
2020-08-09,Bihar,1021906,,79720
2020-08-09,Chandigarh,17510,15910,1515
2020-08-09,Chhattisgarh,371706,,12148
2020-08-09,Dadra and Nagar Haveli and Daman and Diu,45253,43165,
2020-08-09,Delhi,1192082,,145427
2020-08-09,Goa,149304,,8712
2020-08-09,Gujarat,987630,916566,71064
2020-08-09,Haryana,744080,696664,41635
2020-08-09,Himachal Pradesh,165496,161538,3371
2020-08-09,Jammu and Kashmir,717110,692213,24897
2020-08-09,Jharkhand,380330,362174,18156
2020-08-09,Karnataka,1706447,,178087
2020-08-09,Kerala,984208,,34332
2020-08-09,Ladakh,22015,17380,1688
2020-08-09,Madhya Pradesh,891698,848394,39025
2020-08-09,Maharashtra,2730285,2204204,526081
2020-08-09,Manipur,101230,,3753
2020-08-09,Meghalaya,40700,39008,1062
2020-08-09,Mizoram,23324,,608
2020-08-09,Nagaland,45564,,2781
2020-08-09,Odisha,650183,,45927
2020-08-09,Puducherry,47836,41075,5382
2020-08-09,Punjab,672761,,23903
2020-08-09,Rajasthan,1740732,1683981,52497
2020-08-09,Sikkim,30732,,866
2020-08-09,Tamil Nadu,3225805,,296901
2020-08-09,Telangana,613231,,79495
2020-08-09,Tripura,199937,193776,6161
2020-08-09,Uttar Pradesh,3118567,,
2020-08-09,Uttarakhand,209627,186531,9632
2020-08-09,West Bengal,1105899,,95554
2020-08-10,Andaman and Nicobar Islands,27346,,1625
2020-08-10,Andhra Pradesh,2534304,2298779,235525
2020-08-10,Arunachal Pradesh,109863,104171,2231
2020-08-10,Assam,1378629,,61737
2020-08-10,Bihar,1097252,,82741
2020-08-10,Chandigarh,17928,16246,1595
2020-08-10,Chhattisgarh,381018,,12502
2020-08-10,Dadra and Nagar Haveli and Daman and Diu,45724,43579,
2020-08-10,Delhi,1204405,,146134
2020-08-10,Goa,151202,,9029
2020-08-10,Gujarat,1017234,945114,72120
2020-08-10,Haryana,753945,705790,42429
2020-08-10,Himachal Pradesh,166469,162567,3463
2020-08-10,Jammu and Kashmir,725542,700175,25367
2020-08-10,Jharkhand,387184,368398,18786
2020-08-10,Karnataka,1729067,,182354
2020-08-10,Kerala,1000988,,35516
2020-08-10,Ladakh,22161,17513,1717
2020-08-10,Madhya Pradesh,909926,865756,39891
2020-08-10,Maharashtra,2776849,2241214,535635
2020-08-10,Manipur,103268,,3853
2020-08-10,Meghalaya,41734,,1114
2020-08-10,Mizoram,23702,,620
2020-08-10,Nagaland,46518,,3011
2020-08-10,Odisha,669266,,47455
2020-08-10,Puducherry,48748,41941,5624
2020-08-10,Punjab,681321,,24889
2020-08-10,Rajasthan,1754897,1699840,53670
2020-08-10,Sikkim,31193,,910
2020-08-10,Tamil Nadu,3292958,,302815
2020-08-10,Telangana,624840,,80751
2020-08-10,Tripura,202004,195781,6223
2020-08-10,Uttar Pradesh,3209587,,126722
2020-08-10,Uttarakhand,218838,193925,10021
2020-08-10,West Bengal,1132196,,98459
2020-08-11,Andaman and Nicobar Islands,27455,,1764
2020-08-11,Andhra Pradesh,2592619,2348070,
2020-08-11,Arunachal Pradesh,112689,106807,2327
2020-08-11,Assam,1430691,,64406
2020-08-11,Bihar,1180566,,86812
2020-08-11,Chandigarh,18625,16865,
2020-08-11,Chhattisgarh,388852,,12938
2020-08-11,Dadra and Nagar Haveli and Daman and Diu,46149,43919,
2020-08-11,Delhi,1223845,,
2020-08-11,Goa,153792,,
2020-08-11,Gujarat,1058881,985643,73238
2020-08-11,Haryana,771769,722780,43227
2020-08-11,Himachal Pradesh,168843,164436,3497
2020-08-11,Jammu and Kashmir,738203,712272,
2020-08-11,Jharkhand,394315,374846,19469
2020-08-11,Karnataka,1772991,,
2020-08-11,Kerala,1027433,,36933
2020-08-11,Ladakh,22709,17880,1770
2020-08-11,Madhya Pradesh,931143,886130,
2020-08-11,Maharashtra,2841240,2294458,546782
2020-08-11,Manipur,104263,,
2020-08-11,Meghalaya,41734,,1136
2020-08-11,Mizoram,23848,,623
2020-08-11,Nagaland,47008,,3031
2020-08-11,Odisha,692301,,48796
2020-08-11,Puducherry,49715,42371,
2020-08-11,Punjab,697327,,25889
2020-08-11,Rajasthan,1784992,1727722,
2020-08-11,Sikkim,31604,,
2020-08-11,Tamil Nadu,3360450,,
2020-08-11,Telangana,642875,,82647
2020-08-11,Tripura,205125,198738,6387
2020-08-11,Uttar Pradesh,3314435,,
2020-08-11,Uttarakhand,225618,200671,
2020-08-11,West Bengal,1159211,,
2020-08-12,Andaman and Nicobar Islands,27744,,1900
2020-08-12,Andhra Pradesh,2649767,2395621,
2020-08-12,Arunachal Pradesh,115758,109794,
2020-08-12,Assam,1573800,,68999
2020-08-12,Bihar,1272980,,90553
2020-08-12,Chandigarh,19141,17302,
2020-08-12,Chhattisgarh,394141,,
2020-08-12,Dadra and Nagar Haveli and Daman and Diu,46516,44328,
2020-08-12,Delhi,1242739,,
2020-08-12,Goa,156498,,9924
2020-08-12,Gujarat,1109005,1034615,74390
2020-08-12,Haryana,786839,736914,44024
2020-08-12,Himachal Pradesh,171538,166391,3636
2020-08-12,Jammu and Kashmir,750847,724434,26413
2020-08-12,Jharkhand,402072,381815,20257
2020-08-12,Karnataka,1826317,,
2020-08-12,Kerala,1056360,,38145
2020-08-12,Ladakh,23034,18040,1811
2020-08-12,Madhya Pradesh,951822,905939,
2020-08-12,Maharashtra,2913686,2353630,560056
2020-08-12,Mizoram,24895,,648
2020-08-12,Nagaland,47939,,3113
2020-08-12,Odisha,724354,,
2020-08-12,Puducherry,50942,43135,
2020-08-12,Punjab,711260,,
2020-08-12,Rajasthan,1820131,1759088,56100
2020-08-12,Sikkim,31974,,
2020-08-12,Tamil Nadu,3432025,,
2020-08-12,Telangana,665847,,
2020-08-12,Tripura,208165,201668,6497
2020-08-12,Uttar Pradesh,3412346,,
2020-08-12,Uttarakhand,232259,206898,
2020-08-12,West Bengal,1186923,,
2020-08-13,Andaman and Nicobar Islands,27973,,2037
2020-08-13,Andhra Pradesh,2705459,2441317,
2020-08-13,Arunachal Pradesh,118882,112767,
2020-08-13,Assam,1635118,,71795
2020-08-13,Bihar,1377432,,
2020-08-13,Chandigarh,19593,17662,1842
2020-08-13,Chhattisgarh,402390,,13960
2020-08-13,Dadra and Nagar Haveli and Daman and Diu,46937,44712,
2020-08-13,Delhi,1258095,,
2020-08-13,Goa,159159,,10494
2020-08-13,Gujarat,1159822,1084340,75482
2020-08-13,Haryana,801784,751225,44817
2020-08-13,Himachal Pradesh,172985,168454,3816
2020-08-13,Jammu and Kashmir,763211,736262,26949
2020-08-13,Jharkhand,411027,390077,20950
2020-08-13,Karnataka,1882316,,203200
2020-08-13,Kerala,1087722,,39709
2020-08-13,Ladakh,23430,18370,1849
2020-08-13,Madhya Pradesh,972046,925149,
2020-08-13,Maharashtra,2981077,2409582,571495
2020-08-13,Manipur,107469,,
2020-08-13,Meghalaya,42084,,1165
2020-08-13,Mizoram,25054,,649
2020-08-13,Nagaland,48445,,3168
2020-08-13,Odisha,765065,,
2020-08-13,Puducherry,52022,44028,
2020-08-13,Punjab,723357,,
2020-08-13,Rajasthan,1839445,1778894,57414
2020-08-13,Sikkim,32421,,
2020-08-13,Tamil Nadu,3499300,,320355
2020-08-13,Telangana,689150,,
2020-08-13,Tripura,210678,204060,6618
2020-08-13,Uttar Pradesh,3501127,,
2020-08-13,Uttarakhand,242150,214203,11302
2020-08-13,West Bengal,1216955,,107323
2020-08-14,Andaman and Nicobar Islands,28129,,2186
2020-08-14,Andhra Pradesh,2758485,2485400,
2020-08-14,Arunachal Pradesh,121371,115112,2607
2020-08-14,Assam,1684721,,74501
2020-08-14,Bihar,1498752,,
2020-08-14,Chandigarh,20060,18042,1928
2020-08-14,Chhattisgarh,409693,,14481
2020-08-14,Dadra and Nagar Haveli and Daman and Diu,47272,45021,1797
2020-08-14,Delhi,1273140,,
2020-08-14,Goa,162126,,10970
2020-08-14,Gujarat,1211047,1134478,76569
2020-08-14,Haryana,817509,766184,45614
2020-08-14,Himachal Pradesh,175666,170882,3874
2020-08-14,Jammu and Kashmir,775333,747844,27489
2020-08-14,Jharkhand,442286,420161,22125
2020-08-14,Karnataka,1938954,,211108
2020-08-14,Kerala,1120935,,41278
2020-08-14,Ladakh,24197,18888,1879
2020-08-14,Madhya Pradesh,992172,944479,
2020-08-14,Maharashtra,3049468,2464684,584784
2020-08-14,Manipur,110026,,4198
2020-08-14,Meghalaya,42706,,1191
2020-08-14,Mizoram,25472,,656
2020-08-14,Nagaland,49534,,3322
2020-08-14,Odisha,807826,,
2020-08-14,Puducherry,53503,44714,6995
2020-08-14,Punjab,741834,,29013
2020-08-14,Rajasthan,1868534,1807490,58692
2020-08-14,Sikkim,32762,,
2020-08-14,Tamil Nadu,3569453,,326245
2020-08-14,Telangana,711196,,
2020-08-14,Tripura,213730,206948,6782
2020-08-14,Uttar Pradesh,3598210,,
2020-08-14,Uttarakhand,251236,221085,11615
2020-08-14,West Bengal,1248272,,110358
2020-08-15,Andaman and Nicobar Islands,28209,,2306
2020-08-15,Andhra Pradesh,2812197,2530380,
2020-08-15,Arunachal Pradesh,122854,116538,2658
2020-08-15,Assam,1705526,,
2020-08-15,Bihar,1612250,,
2020-08-15,Chandigarh,20520,18419,2009
2020-08-15,Chhattisgarh,414328,,14987
